origin_country,destination_country,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score,placement_success
6,3,4,2,2019,0,4,2020,0,10,0,3.24,2,0,1,5.7,0
0,7,9,7,2021,0,2,2023,1,7,70297,3.41,0,4,0,6.9,1
8,4,6,0,2020,1,0,2021,0,10,0,2.7,2,4,0,8.3,0
1,0,7,6,2022,1,4,2023,0,10,0,3.28,5,4,0,8.7,0
8,2,7,3,2022,1,4,2025,1,2,116843,3.49,3,3,2,5.6,1
4,9,0,6,2019,1,2,2020,1,9,55868,3.25,1,1,1,8.9,1
0,8,11,4,2019,1,1,2020,0,10,0,3.58,2,2,1,6.9,0
4,1,12,6,2023,1,2,2025,1,1,73043,3.38,4,1,0,6.9,1
0,4,7,0,2023,1,2,2026,0,10,0,3.25,0,4,4,0.0,0
9,4,13,2,2021,0,4,2023,0,10,0,2.68,4,3,1,6.4,0
2,0,2,2,2022,0,2,2025,1,0,100249,3.02,2,4,0,9.0,1
3,0,0,4,2023,1,3,2025,0,10,0,2.63,5,1,1,5.9,0
2,9,10,2,2022,0,1,2023,0,10,0,3.91,2,1,0,7.0,0
2,6,13,7,2019,0,1,2021,1,6,76807,2.89,5,3,2,9.0,1
7,8,4,3,2023,1,4,2025,0,10,0,2.94,1,3,3,5.8,0
0,6,3,7,2021,0,3,2024,1,6,113305,2.58,5,4,3,8.6,1
2,0,11,0,2023,1,0,2026,0,10,0,2.83,3,3,3,7.0,0
0,1,12,2,2023,1,0,2025,0,10,0,3.71,3,1,3,5.1,0
1,0,11,3,2023,1,4,2026,1,0,149420,3.89,0,0,4,0.0,1
6,0,3,1,2021,0,2,2022,1,0,52982,2.55,4,2,4,0.0,1
0,3,1,3,2022,0,1,2023,0,10,0,3.36,1,0,2,7.4,0
7,6,13,5,2020,0,3,2023,1,6,127403,3.35,2,2,4,0.0,1
1,2,13,1,2022,1,3,2025,1,2,64419,2.88,5,0,4,0.0,1
5,1,10,5,2019,0,0,2020,1,1,66451,2.86,2,4,2,8.1,1
9,7,4,4,2023,0,0,2026,1,7,36609,3.91,5,3,4,0.0,1
6,4,7,5,2019,1,0,2022,1,4,65457,2.59,1,1,2,8.4,1
2,4,5,4,2023,0,2,2024,1,4,40481,3.95,0,1,1,6.8,1
7,8,2,0,2020,1,3,2021,1,8,39092,3.17,1,1,0,8.2,1
3,1,1,4,2022,1,4,2023,0,10,0,2.81,4,4,3,8.9,0
2,3,4,0,2021,1,3,2022,0,10,0,3.44,1,2,4,0.0,0
5,2,6,2,2022,1,0,2025,1,2,62723,3.99,3,2,1,8.2,1
7,0,14,6,2021,0,2,2022,0,10,0,2.76,1,4,0,6.1,0
5,4,11,2,2021,1,4,2023,0,10,0,3.24,1,1,2,8.0,0
4,6,8,2,2020,1,3,2023,1,6,147074,2.57,2,4,1,6.0,1
5,3,13,6,2023,0,4,2026,1,3,31041,2.6,0,3,0,6.8,1
4,7,9,7,2022,1,3,2024,0,10,0,3.9,5,3,0,5.2,0
7,0,3,7,2022,0,0,2023,1,0,57275,2.83,4,2,0,6.7,1
9,1,14,4,2019,0,2,2021,0,10,0,3.72,3,2,0,6.4,0
7,2,4,5,2022,0,1,2023,0,10,0,3.51,0,3,3,7.0,0
8,1,8,2,2023,1,3,2025,1,1,68062,2.84,0,1,0,7.5,1
4,0,4,2,2023,0,0,2025,1,0,94717,3.15,3,4,1,5.8,1
4,0,11,2,2023,1,1,2026,0,10,0,4.0,0,1,4,0.0,0
2,3,7,2,2019,0,3,2020,0,10,0,2.91,1,1,1,6.7,0
9,3,14,7,2019,0,3,2022,1,3,43210,3.84,5,3,2,8.1,1
5,4,13,4,2023,1,3,2026,1,4,47277,3.18,4,3,1,8.1,1
1,7,6,2,2022,0,0,2025,0,10,0,3.07,0,3,4,0.0,0
8,9,10,5,2019,1,4,2020,1,9,107602,3.24,4,0,3,8.0,1
9,2,5,6,2019,0,0,2020,0,10,0,3.13,2,3,3,8.0,0
7,5,6,6,2019,0,2,2022,1,5,40504,2.7,3,0,1,6.3,1
5,8,3,3,2019,1,2,2020,0,10,0,2.88,0,1,2,5.8,0
6,1,6,2,2021,0,0,2022,1,1,128451,2.52,2,0,2,8.1,1
9,1,11,4,2020,1,3,2021,1,1,144141,2.75,5,0,1,6.9,1
8,5,2,6,2021,0,2,2022,0,10,0,2.54,4,3,4,0.0,0
7,1,3,3,2022,1,2,2025,0,10,0,2.74,1,3,1,8.6,0
8,6,7,5,2019,1,3,2021,0,10,0,2.98,3,1,0,7.5,0
0,3,11,1,2019,1,0,2020,1,3,105033,3.73,5,2,2,7.8,1
9,0,12,1,2022,0,4,2025,0,10,0,2.66,4,3,3,7.3,0
8,0,0,3,2020,1,2,2023,1,0,142039,3.41,0,1,1,8.1,1
4,9,10,3,2020,1,4,2021,0,10,0,3.48,2,4,0,8.1,0
4,0,13,3,2023,1,1,2025,1,0,89326,3.14,0,1,3,8.2,1
6,9,4,3,2021,1,4,2024,1,9,50632,3.64,0,4,4,0.0,1
1,0,0,6,2019,0,3,2022,1,0,87879,3.33,5,0,2,6.7,1
0,3,1,5,2020,1,1,2023,0,10,0,3.49,0,2,2,5.2,0
8,1,3,7,2020,0,0,2022,0,10,0,3.04,0,0,0,7.6,0
4,1,5,7,2023,1,3,2026,1,1,39682,3.77,5,1,3,5.6,1
8,2,6,0,2019,1,4,2020,1,2,66771,3.16,0,1,1,5.7,1
8,9,8,0,2020,1,4,2023,1,9,39942,2.92,4,2,4,0.0,1
0,9,12,2,2020,0,0,2021,1,9,92918,3.11,5,3,4,0.0,1
0,7,3,3,2021,0,4,2023,1,7,64631,3.09,5,4,4,0.0,1
8,5,11,7,2023,0,3,2025,1,5,41598,3.95,2,2,4,0.0,1
6,9,1,5,2021,1,4,2024,0,10,0,3.02,2,3,0,5.4,0
2,9,0,4,2020,0,3,2022,1,9,70442,3.9,5,2,2,5.5,1
7,4,8,4,2019,0,1,2021,1,4,44062,3.26,1,2,3,7.1,1
6,5,11,0,2020,1,0,2023,1,5,45564,3.47,0,4,3,6.0,1
2,0,4,1,2019,1,3,2022,1,0,32985,3.61,0,0,1,6.2,1
5,6,12,6,2021,1,0,2024,0,10,0,2.79,1,4,0,7.1,0
0,7,4,5,2022,0,1,2025,1,7,48440,2.86,1,4,4,0.0,1
6,3,13,1,2020,1,3,2021,1,3,87079,3.67,4,4,3,8.0,1
8,1,13,3,2022,0,2,2023,1,1,54633,2.92,3,0,3,6.5,1
5,1,14,5,2020,1,0,2021,1,1,100447,3.03,4,1,0,8.4,1
0,6,9,1,2019,0,3,2022,1,6,140952,3.07,4,0,3,6.5,1
7,2,8,7,2020,1,3,2022,1,2,121852,3.17,4,1,0,6.4,1
7,1,6,4,2022,0,3,2025,1,1,118706,3.44,3,4,4,0.0,1
3,4,1,1,2021,0,3,2023,0,10,0,2.9,3,1,1,8.4,0
5,0,3,4,2019,0,2,2020,0,10,0,3.55,1,0,4,0.0,0
3,1,7,6,2022,1,3,2023,0,10,0,2.74,0,4,2,8.6,0
0,6,9,5,2023,0,4,2025,1,6,40637,3.88,4,0,1,8.2,1
4,9,13,7,2022,1,3,2023,0,10,0,3.65,5,1,2,6.7,0
7,3,12,0,2023,0,1,2025,1,3,96724,2.54,2,3,4,0.0,1
3,7,7,7,2021,1,4,2024,1,7,52470,3.2,5,1,1,7.0,1
1,8,13,6,2019,0,3,2021,0,10,0,3.97,2,0,4,0.0,0
5,9,9,3,2019,1,4,2022,1,9,71014,2.56,1,1,0,5.6,1
0,9,7,3,2021,0,2,2022,0,10,0,3.78,5,0,4,0.0,0
4,8,8,0,2021,0,1,2024,1,8,133454,3.51,5,0,1,5.3,1
8,6,7,3,2021,0,0,2022,0,10,0,3.98,5,1,2,5.4,0
3,4,12,0,2019,0,1,2022,1,4,138668,3.57,2,0,3,5.4,1
8,7,2,0,2023,1,2,2025,0,10,0,3.87,5,2,3,8.4,0
7,1,14,2,2020,0,4,2023,1,1,45450,3.36,3,3,0,6.7,1
0,7,13,2,2021,0,1,2023,1,7,32342,3.78,0,0,0,8.2,1
7,0,0,6,2023,0,3,2024,1,0,106588,3.5,1,4,1,8.0,1
4,8,2,0,2021,0,2,2024,1,8,145585,2.94,0,3,4,0.0,1
5,2,8,3,2021,0,4,2023,1,2,148776,3.29,0,0,2,7.8,1
5,0,5,6,2023,0,4,2024,1,0,33465,3.02,4,3,2,6.5,1
9,8,11,2,2019,0,2,2020,1,8,137455,2.71,5,1,1,8.1,1
8,7,9,2,2023,0,2,2025,1,7,76420,3.24,1,0,1,8.8,1
7,4,1,6,2020,0,4,2023,1,4,122934,2.95,2,2,1,6.7,1
3,5,14,2,2020,1,1,2021,0,10,0,3.23,4,2,4,0.0,0
8,7,7,1,2019,1,1,2022,0,10,0,3.4,2,2,3,8.2,0
2,0,1,0,2020,1,1,2023,1,0,47858,3.61,1,3,0,8.6,1
6,3,3,7,2021,1,2,2022,1,3,136011,2.95,5,0,2,5.3,1
2,3,11,3,2021,1,3,2024,1,3,110273,3.78,5,0,3,8.8,1
2,1,9,4,2021,1,4,2022,1,1,77139,2.6,1,1,1,8.4,1
4,1,5,6,2022,1,2,2023,0,10,0,3.04,1,1,2,6.0,0
3,1,0,5,2021,1,1,2022,0,10,0,2.65,1,2,0,6.3,0
2,0,4,4,2021,0,1,2022,1,0,60886,3.86,4,0,1,8.5,1
8,9,13,0,2023,1,4,2026,0,10,0,3.85,1,3,2,8.8,0
4,8,13,2,2021,0,4,2023,1,8,44617,3.55,4,1,1,6.2,1
1,5,3,3,2021,1,4,2024,1,5,40366,2.76,4,4,3,7.0,1
8,2,2,5,2022,0,0,2024,0,10,0,2.95,0,2,4,0.0,0
3,9,12,4,2021,0,2,2024,1,9,127066,2.56,5,0,1,7.0,1
7,1,9,0,2022,1,0,2025,1,1,51967,3.09,1,4,1,6.6,1
6,3,14,7,2021,0,3,2023,0,10,0,3.3,2,0,4,0.0,0
2,6,14,2,2022,0,2,2025,0,10,0,3.13,0,1,1,5.9,0
5,7,10,1,2023,1,2,2024,0,10,0,2.97,0,3,3,8.7,0
6,3,0,7,2020,0,3,2023,1,3,149470,2.98,2,0,4,0.0,1
7,8,7,5,2020,1,0,2021,0,10,0,3.97,4,4,4,0.0,0
1,3,3,3,2023,1,3,2026,1,3,56891,3.14,4,3,4,0.0,1
4,1,3,2,2023,1,2,2024,0,10,0,2.87,3,3,1,6.4,0
1,5,6,6,2019,1,4,2021,1,5,57664,3.71,0,0,1,6.9,1
7,5,10,3,2022,1,3,2025,1,5,129092,2.69,1,4,3,6.6,1
0,7,9,6,2019,1,4,2020,1,7,32199,3.25,1,3,2,8.9,1
4,8,0,7,2021,1,3,2022,1,8,132879,3.53,5,4,1,7.0,1
2,0,0,6,2020,1,3,2023,0,10,0,2.83,1,3,3,8.6,0
9,3,13,2,2019,0,1,2021,1,3,70087,2.62,3,2,4,0.0,1
5,6,2,0,2021,0,1,2024,1,6,139659,2.93,3,1,4,0.0,1
0,4,0,1,2021,1,2,2022,0,10,0,3.71,3,2,4,0.0,0
9,5,4,2,2019,1,1,2022,1,5,104397,3.05,4,4,1,5.1,1
5,6,1,2,2020,1,4,2023,0,10,0,3.36,4,2,1,7.6,0
9,6,8,0,2022,0,3,2025,1,6,77427,2.54,5,4,3,8.7,1
2,3,4,5,2022,1,3,2023,1,3,99128,3.48,4,1,3,5.9,1
9,7,4,7,2021,0,0,2024,0,10,0,3.99,4,4,2,7.0,0
9,5,12,4,2022,1,3,2025,0,10,0,2.64,2,3,0,6.5,0
6,3,6,7,2019,0,0,2021,0,10,0,3.58,4,0,1,6.6,0
5,7,0,7,2020,0,0,2021,0,10,0,3.37,4,0,1,7.9,0
8,6,2,6,2023,1,4,2025,0,10,0,2.78,2,4,3,8.2,0
9,0,10,2,2023,1,0,2025,1,0,143481,2.7,5,0,1,6.2,1
0,7,5,0,2022,0,1,2023,0,10,0,3.06,4,0,1,5.3,0
5,2,5,7,2023,1,2,2026,0,10,0,2.56,4,2,1,7.3,0
4,6,4,6,2022,0,1,2025,0,10,0,3.38,2,1,4,0.0,0
0,8,4,2,2023,0,3,2024,1,8,121815,2.51,2,2,0,7.2,1
4,1,11,2,2022,1,0,2025,1,1,148094,3.73,5,4,2,5.2,1
4,5,12,0,2020,1,1,2023,1,5,138935,3.76,0,1,4,0.0,1
3,7,3,5,2019,1,4,2021,1,7,115926,3.66,1,2,0,6.3,1
9,5,14,1,2023,0,2,2024,1,5,98749,3.72,2,2,1,8.4,1
3,0,9,2,2021,1,2,2023,0,10,0,2.82,1,2,3,7.8,0
0,5,7,2,2021,0,4,2023,0,10,0,3.71,2,4,4,0.0,0
6,8,11,6,2023,1,2,2024,0,10,0,3.66,1,0,0,5.2,0
9,8,11,0,2021,1,4,2024,0,10,0,3.98,5,4,2,7.5,0
9,2,11,3,2021,1,3,2024,1,2,44377,2.67,3,1,0,7.9,1
4,6,6,5,2020,1,0,2023,0,10,0,2.54,0,4,3,8.9,0
5,9,2,4,2019,1,4,2021,1,9,136835,3.39,3,1,0,5.5,1
9,3,1,7,2023,0,3,2025,1,3,47764,3.92,2,4,1,5.7,1
1,8,11,5,2021,0,3,2022,0,10,0,3.8,4,3,2,8.9,0
0,3,7,2,2023,0,1,2026,0,10,0,2.66,1,2,3,5.0,0
8,3,6,4,2021,1,4,2024,1,3,113703,3.29,3,0,3,6.4,1
3,8,12,3,2023,0,3,2026,1,8,115996,3.08,5,4,1,7.8,1
1,4,13,7,2022,1,4,2024,1,4,114704,3.21,4,4,2,6.5,1
0,9,10,3,2021,0,1,2023,1,9,108639,3.08,2,2,3,7.3,1
1,5,14,4,2023,1,1,2024,0,10,0,3.9,2,0,0,8.9,0
2,0,3,7,2023,1,2,2024,0,10,0,3.33,0,1,3,5.7,0
8,1,6,4,2020,0,1,2023,0,10,0,3.41,4,0,4,0.0,0
2,3,4,4,2022,0,4,2024,0,10,0,3.85,1,4,3,6.5,0
4,5,9,5,2022,0,4,2023,0,10,0,2.6,4,0,2,6.1,0
0,9,12,7,2022,1,3,2023,0,10,0,3.31,5,3,4,0.0,0
9,2,12,7,2022,1,2,2023,0,10,0,3.21,1,4,0,5.1,0
1,7,4,5,2022,1,0,2023,1,7,138066,4.0,0,0,0,5.6,1
8,3,6,1,2021,0,1,2024,1,3,90732,3.83,2,3,2,8.5,1
7,0,5,3,2019,1,0,2022,1,0,84498,3.94,3,3,2,8.3,1
4,1,9,7,2020,0,3,2023,1,1,66562,2.69,0,3,3,8.2,1
4,5,11,0,2023,1,0,2026,0,10,0,2.51,5,1,2,5.9,0
2,4,0,1,2021,1,2,2024,0,10,0,3.81,3,2,1,8.1,0
1,4,8,4,2022,0,2,2025,1,4,135804,3.26,4,4,0,5.9,1
4,6,6,4,2023,0,2,2025,0,10,0,3.83,2,2,1,8.0,0
5,3,8,0,2020,0,2,2021,0,10,0,3.37,1,3,2,7.4,0
1,6,12,6,2019,1,2,2020,1,6,75062,2.77,0,1,1,8.9,1
0,9,11,5,2023,1,3,2026,1,9,137847,2.85,2,3,0,8.2,1
0,8,8,6,2021,0,4,2023,1,8,44507,3.24,1,1,0,6.8,1
1,8,5,6,2020,0,1,2021,1,8,62815,3.51,5,2,2,6.6,1
9,7,0,7,2022,1,4,2023,0,10,0,3.46,2,3,4,0.0,0
9,4,0,1,2020,0,3,2022,1,4,55444,4.0,3,1,4,0.0,1
7,1,12,3,2020,1,1,2023,1,1,64675,3.4,5,2,2,8.1,1
3,2,8,4,2020,0,1,2021,0,10,0,2.79,5,0,4,0.0,0
2,5,5,0,2019,1,0,2021,1,5,98097,3.83,5,2,4,0.0,1
7,2,3,0,2023,1,2,2025,0,10,0,2.83,3,4,3,5.6,0
5,7,6,4,2022,1,2,2024,1,7,50040,3.04,0,3,0,6.0,1
2,7,0,5,2019,1,4,2021,1,7,101000,2.76,3,2,4,0.0,1
3,4,0,3,2023,1,2,2025,0,10,0,3.79,3,4,1,8.3,0
2,0,6,3,2020,0,0,2021,1,0,107328,2.66,4,2,3,6.0,1
8,2,14,5,2022,1,0,2024,0,10,0,3.83,2,2,1,6.7,0
6,1,12,0,2019,0,0,2021,0,10,0,2.81,3,4,0,8.6,0
3,6,10,5,2020,0,2,2023,1,6,38027,2.51,5,2,3,8.7,1
5,6,13,3,2022,1,3,2023,0,10,0,2.58,3,2,3,8.4,0
6,7,0,1,2019,1,2,2022,0,10,0,3.76,5,2,3,7.2,0
6,8,12,3,2019,0,1,2020,0,10,0,3.64,2,0,4,0.0,0
0,9,5,6,2021,0,4,2023,1,9,94005,3.02,1,2,1,5.1,1
1,5,11,6,2023,1,1,2025,0,10,0,3.8,5,0,1,8.0,0
0,2,11,1,2023,1,0,2024,1,2,45307,3.68,5,4,2,8.2,1
9,5,9,4,2019,1,0,2022,0,10,0,2.81,0,0,1,5.4,0
7,5,8,3,2022,0,4,2023,1,5,46462,3.91,5,3,0,6.6,1
2,9,9,2,2020,1,0,2023,1,9,104811,3.93,0,0,1,5.3,1
5,7,7,6,2022,1,2,2024,0,10,0,3.36,2,2,3,6.8,0
7,2,13,1,2022,1,2,2025,1,2,104723,3.85,1,4,4,0.0,1
0,9,11,7,2021,1,4,2023,0,10,0,3.52,4,4,0,7.3,0
9,8,1,3,2023,0,3,2026,1,8,84838,3.46,3,1,4,0.0,1
7,1,13,5,2023,1,1,2026,1,1,134623,3.93,2,2,3,5.4,1
9,3,0,6,2020,1,3,2021,1,3,60096,2.9,2,0,3,5.0,1
8,0,12,7,2022,1,3,2024,1,0,126017,3.97,0,1,2,8.6,1
5,9,14,5,2019,0,2,2021,0,10,0,3.11,3,1,1,6.8,0
3,0,2,0,2022,1,1,2023,0,10,0,2.66,0,4,0,8.5,0
8,1,3,0,2022,0,0,2023,0,10,0,2.83,4,1,2,7.9,0
3,6,7,0,2021,0,2,2022,1,6,126978,3.61,1,1,1,7.4,1
0,5,11,1,2019,1,1,2022,0,10,0,3.0,1,3,4,0.0,0
8,4,2,2,2022,1,0,2025,1,4,36727,3.24,2,0,0,5.3,1
8,6,4,0,2023,0,3,2025,0,10,0,3.08,2,4,2,7.1,0
7,8,7,4,2019,0,4,2021,0,10,0,3.48,2,4,0,5.9,0
7,4,12,6,2022,0,0,2023,1,4,145817,3.4,0,1,3,5.4,1
2,6,9,5,2019,0,3,2022,0,10,0,3.47,5,0,2,6.1,0
5,6,11,1,2019,1,0,2020,0,10,0,2.71,0,4,4,0.0,0
9,1,11,3,2021,0,0,2024,0,10,0,2.57,3,2,2,5.6,0
2,8,12,2,2020,0,0,2021,1,8,122810,3.65,3,0,2,8.5,1
7,5,11,3,2022,0,1,2023,1,5,44704,3.91,1,3,0,7.3,1
5,8,11,0,2019,1,3,2021,1,8,75561,3.26,3,2,1,7.1,1
1,7,1,7,2022,1,3,2024,0,10,0,3.55,0,4,4,0.0,0
6,3,1,1,2022,1,0,2023,1,3,115446,3.63,4,1,1,6.6,1
5,6,2,2,2022,1,4,2024,0,10,0,3.59,2,2,0,6.5,0
3,6,0,4,2021,0,1,2024,0,10,0,2.88,1,4,2,6.8,0
6,9,5,3,2020,1,1,2023,0,10,0,3.93,1,1,1,7.5,0
7,2,9,5,2022,0,2,2023,1,2,129377,2.62,5,1,0,7.3,1
9,0,3,2,2020,1,4,2022,1,0,134164,2.73,0,1,1,6.7,1
4,2,9,5,2022,1,4,2024,1,2,125260,2.88,3,0,4,0.0,1
1,5,2,6,2021,1,3,2023,0,10,0,3.76,0,4,0,5.6,0
3,8,10,3,2022,0,3,2023,0,10,0,3.1,3,4,4,0.0,0
3,8,3,1,2020,0,4,2023,1,8,114899,2.56,1,0,0,8.6,1
8,9,2,1,2019,1,2,2021,1,9,86723,3.28,2,3,3,7.9,1
0,5,12,3,2023,0,2,2024,1,5,126257,2.98,3,0,0,8.3,1
7,0,8,1,2023,0,0,2025,1,0,96796,3.58,1,4,4,0.0,1
3,5,12,4,2019,0,4,2022,0,10,0,3.31,3,2,1,6.9,0
0,5,4,6,2019,0,4,2020,0,10,0,3.32,1,3,4,0.0,0
0,9,6,2,2021,0,3,2023,0,10,0,3.56,2,0,4,0.0,0
5,6,7,4,2019,0,4,2022,0,10,0,2.69,4,3,2,5.0,0
3,5,12,2,2023,1,3,2026,0,10,0,2.75,4,0,0,5.3,0
5,9,12,7,2023,1,2,2024,0,10,0,2.57,2,2,0,6.8,0
1,0,14,5,2023,0,2,2024,1,0,119535,3.2,4,3,2,5.4,1
3,6,12,2,2020,1,0,2021,1,6,94962,2.7,0,2,4,0.0,1
8,3,14,2,2022,1,2,2023,1,3,95272,3.72,2,3,2,5.4,1
5,0,4,7,2019,1,4,2022,0,10,0,3.18,0,0,1,5.8,0
2,1,6,3,2022,1,3,2024,1,1,35088,3.49,4,1,0,8.1,1
2,9,6,4,2022,0,3,2024,1,9,59999,2.76,0,2,2,8.3,1
4,5,5,2,2019,0,1,2020,1,5,143244,3.77,2,2,1,7.9,1
0,8,5,0,2019,0,1,2020,0,10,0,2.55,1,0,1,7.2,0
0,2,3,6,2020,1,0,2023,0,10,0,2.62,5,3,2,7.8,0
5,8,13,3,2020,0,0,2022,0,10,0,3.22,2,4,4,0.0,0
2,5,4,1,2021,1,1,2024,0,10,0,2.94,5,2,4,0.0,0
9,4,9,0,2021,1,1,2023,1,4,108789,3.47,4,0,2,8.9,1
8,2,10,1,2021,0,2,2024,0,10,0,3.79,4,2,3,5.7,0
4,7,8,0,2023,1,2,2026,1,7,63553,3.86,0,4,1,7.9,1
6,7,5,2,2022,0,2,2023,0,10,0,3.03,2,3,0,6.6,0
6,7,8,1,2022,0,2,2025,1,7,93265,3.88,2,0,1,8.0,1
7,2,3,1,2021,1,4,2024,1,2,89096,2.56,2,1,2,8.6,1
5,0,0,4,2019,0,3,2020,1,0,149332,3.5,4,4,0,5.6,1
7,0,5,3,2020,1,1,2023,1,0,111540,3.56,0,1,1,7.3,1
1,3,1,4,2023,0,3,2025,1,3,114666,2.71,4,1,4,0.0,1
8,9,10,1,2021,0,4,2024,0,10,0,3.1,5,2,2,8.9,0
7,5,3,7,2022,0,1,2024,1,5,84936,3.51,1,1,0,7.9,1
4,5,2,6,2021,0,1,2022,0,10,0,2.96,4,4,3,7.3,0
4,3,10,3,2022,1,3,2025,1,3,111720,3.29,4,0,0,5.1,1
5,6,1,6,2021,1,2,2023,0,10,0,3.59,4,4,1,5.6,0
2,4,12,7,2023,1,4,2026,1,4,149768,3.8,1,3,4,0.0,1
7,8,1,3,2021,1,2,2024,1,8,81193,2.51,0,0,2,6.5,1
5,4,7,3,2020,1,0,2021,0,10,0,3.58,2,1,3,8.7,0
3,4,1,1,2023,1,4,2024,1,4,31861,3.38,2,0,1,5.8,1
2,5,12,2,2019,0,1,2021,0,10,0,2.97,1,4,0,6.8,0
5,9,13,4,2021,0,4,2023,0,10,0,3.75,5,2,1,8.3,0
2,6,1,3,2023,0,4,2025,1,6,101331,2.97,3,4,2,8.2,1
0,4,3,0,2020,1,4,2023,0,10,0,3.79,2,1,3,8.0,0
8,0,12,6,2023,1,1,2026,1,0,31442,3.95,0,2,3,7.0,1
1,5,12,1,2020,0,0,2023,1,5,111316,3.32,3,3,0,7.3,1
4,6,4,3,2020,1,4,2021,1,6,113870,2.88,2,1,4,0.0,1
2,6,0,5,2022,1,4,2025,1,6,60232,3.31,1,2,1,5.4,1
4,9,5,2,2019,1,3,2020,1,9,125485,2.57,5,1,2,8.2,1
6,4,0,2,2019,1,2,2021,1,4,64095,3.61,1,4,0,5.4,1
6,7,1,5,2022,1,4,2023,0,10,0,3.86,1,0,0,5.5,0
6,1,11,0,2022,0,1,2023,0,10,0,3.36,3,3,4,0.0,0
6,9,3,3,2020,1,3,2022,0,10,0,2.92,5,3,4,0.0,0
2,9,11,6,2023,0,1,2026,1,9,120818,2.85,1,4,3,8.4,1
6,1,9,2,2020,1,0,2023,1,1,45417,3.23,2,3,0,8.2,1
4,1,2,3,2021,1,3,2022,1,1,135620,2.99,4,1,2,6.8,1
0,9,10,7,2021,1,0,2023,1,9,37014,3.02,5,1,3,8.8,1
3,9,8,7,2022,0,2,2023,0,10,0,3.19,3,3,2,6.1,0
1,2,9,6,2023,1,1,2026,1,2,134524,3.47,4,2,0,8.4,1
2,5,13,7,2023,0,4,2024,0,10,0,2.91,5,2,4,0.0,0
9,4,5,5,2023,0,0,2025,0,10,0,3.83,3,0,4,0.0,0
4,0,10,2,2021,1,1,2023,0,10,0,3.59,5,0,3,5.2,0
3,4,2,5,2019,1,2,2022,1,4,148966,2.67,2,0,1,7.1,1
1,2,12,4,2019,1,2,2020,0,10,0,3.34,3,0,2,5.2,0
2,1,2,3,2023,1,0,2026,1,1,90841,2.85,0,4,2,7.3,1
2,3,12,2,2021,1,3,2022,0,10,0,2.91,0,3,4,0.0,0
5,9,6,3,2022,0,4,2025,0,10,0,3.53,0,1,2,6.7,0
2,5,11,2,2019,0,0,2022,1,5,80454,2.69,5,2,1,6.1,1
2,5,14,6,2022,1,0,2024,1,5,109779,3.3,2,1,4,0.0,1
0,2,13,6,2022,1,3,2025,1,2,99978,3.43,1,3,2,8.9,1
8,9,2,1,2022,0,2,2024,1,9,142948,3.76,5,4,3,5.1,1
9,4,13,2,2022,0,2,2024,1,4,108033,3.44,0,2,3,5.5,1
1,8,3,2,2022,1,4,2024,0,10,0,3.27,1,4,1,8.3,0
3,0,13,5,2020,0,3,2023,0,10,0,2.75,1,0,4,0.0,0
8,4,13,4,2020,1,1,2021,1,4,148431,3.26,4,4,3,7.1,1
2,7,14,7,2020,1,4,2023,0,10,0,3.97,2,0,2,8.3,0
8,7,11,7,2022,0,4,2025,1,7,132693,3.99,3,4,0,8.0,1
4,8,0,2,2021,0,0,2024,1,8,58146,2.56,2,4,1,7.0,1
3,9,11,0,2022,1,2,2025,0,10,0,2.73,1,2,4,0.0,0
2,7,5,0,2019,1,2,2022,1,7,53849,3.2,5,0,1,8.6,1
6,2,1,0,2023,0,0,2025,1,2,53440,3.04,5,2,0,8.2,1
5,6,8,2,2021,0,0,2024,1,6,57790,3.08,2,0,0,6.2,1
3,8,9,3,2020,0,0,2021,0,10,0,2.99,2,3,4,0.0,0
9,7,0,5,2019,0,3,2021,0,10,0,3.05,3,0,2,8.6,0
5,1,5,5,2021,1,4,2024,1,1,132747,2.85,0,0,2,6.0,1
4,7,0,4,2022,1,3,2025,0,10,0,2.6,2,1,0,8.7,0
8,5,4,2,2023,0,3,2025,1,5,127097,2.59,4,3,3,8.6,1
8,5,14,1,2019,0,4,2020,1,5,145594,3.94,0,3,0,8.8,1
8,5,6,0,2021,1,0,2023,0,10,0,2.65,5,3,3,7.1,0
9,5,2,3,2019,0,3,2020,1,5,85818,3.83,3,0,0,5.1,1
5,8,13,5,2019,0,2,2022,1,8,71259,3.99,0,1,0,6.0,1
4,3,10,1,2023,0,2,2024,1,3,34050,3.67,0,1,3,5.1,1
2,3,14,5,2023,0,3,2026,1,3,57822,3.27,5,1,0,5.4,1
3,8,12,0,2020,1,0,2021,1,8,72341,3.36,4,0,0,5.8,1
1,3,0,0,2019,1,0,2022,0,10,0,3.62,5,3,2,6.3,0
7,5,12,1,2021,1,1,2022,1,5,55724,3.1,4,1,1,8.1,1
8,3,13,6,2021,1,2,2022,0,10,0,2.89,5,1,3,6.9,0
3,8,12,4,2019,0,1,2021,1,8,46411,3.73,1,2,2,5.6,1
1,2,1,3,2022,1,3,2023,1,2,75733,2.71,1,4,2,5.1,1
6,3,9,7,2022,0,1,2025,1,3,69919,2.65,2,3,3,5.1,1
0,3,4,2,2023,0,4,2024,1,3,31306,3.62,3,1,3,6.8,1
